Loan_Amount_Requested,Length_Employed,Home_Owner,Annual_Income,Income_Verified,Purpose_Of_Loan,Debt_To_Income,Inquiries_Last_6Mo,Months_Since_Deliquency,Total_Accounts,Gender,Interest_Rate
33425,1,0,84000,1,9,19.46,1,0,16,1,2
15000,1,4,75000,1,2,23.36,0,0,34,1,0
13375,4,5,45000,1,2,16.8,1,29,31,1,2
25000,1,3,73500,1,1,16,1,0,26,1,1
8000,1,0,45000,2,4,9.57,1,36,25,1,0
25000,7,0,350000,2,2,6.06,3,7,39,1,1
11925,7,0,68800,0,2,16.41,0,0,21,1,2
7200,0,3,27000,2,1,11.73,1,0,29,0,1
2400,4,5,35000,2,9,31.1,0,0,22,1,1
14075,8,0,38000,0,4,19.96,0,0,16,1,2
18000,4,4,79000,0,9,30.96,0,0,32,1,2
20000,5,4,58000,1,1,11.91,0,8,7,0,1
28625,1,4,0,0,2,20.27,0,0,31,0,1
4800,0,0,70008,0,2,26.62,3,0,52,1,1
3000,10,4,0,1,2,19.58,3,0,13,1,1
2325,1,0,50000,2,2,14.19,0,0,19,1,1
25000,6,0,0,1,2,21.68,0,0,40,1,1
7000,3,0,93900,1,2,9.15,1,16,16,1,2
15000,0,4,90000,2,1,10.86,0,0,23,1,1
4300,4,5,75000,2,1,24.21,0,81,20,1,1
7200,5,0,49000,2,2,5.58,1,0,19,1,1
5000,1,0,150000,2,9,13.53,1,71,34,1,1
12000,3,4,46000,0,13,15.16,0,60,6,1,2
15000,10,4,0,1,1,17.95,1,0,11,0,1
12000,0,0,32960.22,0,2,5.02,0,0,17,1,1
10000,11,4,54236,0,1,13.74,0,0,14,0,2
12000,2,0,60000,1,2,5,0,42,19,1,2
3000,8,0,80000,2,4,8.54,0,60,22,1,1
10000,1,5,68000,2,4,1.71,0,0,20,1,0
7000,2,4,52000,0,2,18.23,1,23,25,0,1
35000,10,0,135000,0,1,19.15,1,77,55,1,1
23500,1,4,55000,1,2,34.52,0,0,25,1,2
18000,1,3,125670,1,2,18.43,3,0,27,0,0
28000,2,3,0,0,2,23.43,0,17,14,0,2
15000,3,4,86000,1,2,14.23,0,31,45,1,1
6000,10,4,55000,2,0,16.43,0,33,12,0,2
10000,2,5,33200,2,2,16.41,1,0,9,1,1
27200,5,5,62000,0,2,39.08,1,0,29,1,2
1500,4,3,40000,2,0,18.72,3,0,8,1,2
2500,2,4,45000,2,9,9.33,2,49,14,1,2
12800,1,4,75000,1,2,14.26,2,39,42,1,1
29100,8,4,70000,0,2,22.37,1,0,28,1,2
10500,9,0,53000,0,1,11.3,2,62,23,1,1
24500,1,4,84200,2,2,21.72,0,0,20,1,1
12000,3,0,59500,2,1,29.06,1,0,39,0,0
12000,11,0,66000,0,4,18.84,0,70,31,1,1
24000,2,0,90000,1,4,7.71,0,6,32,1,0
15000,1,4,67691,0,2,30.33,0,0,15,0,2
7800,1,3,80000,2,2,4.09,0,26,15,1,2
10000,6,5,0,2,1,17.12,1,35,20,0,1
8400,1,3,80000,2,2,4.89,0,15,40,1,1
7500,4,0,30000,2,4,17.72,1,15,23,1,1
15000,4,5,62000,2,1,13.3,2,0,26,1,0
34875,0,0,76000,2,1,19.15,1,0,24,0,1
10725,0,4,36000,2,9,29.2,1,0,13,1,2
20000,1,4,70000,1,2,9.14,0,20,20,0,1
6000,4,4,0,0,2,16.81,1,0,6,1,2
10000,0,4,34000,2,1,22.41,0,0,24,1,0
3000,3,4,41000,1,6,3.4,0,0,5,1,1
18700,1,5,125000,0,1,15.98,0,32,35,1,2
4825,4,4,100000,1,9,5.38,2,16,21,1,2
25000,1,0,90000,1,2,16.37,0,0,16,1,1
2500,1,5,0,0,4,19.88,1,4,29,1,1
31000,11,0,72000,0,2,23.28,0,0,24,1,1
3600,2,0,98000,2,2,23.31,0,0,22,1,1
12000,7,0,175000,2,0,6.23,1,0,20,0,0
15000,1,4,100000,0,2,10.42,1,17,31,1,1
32000,6,0,110764,1,2,21.21,0,0,28,1,2
11800,5,4,63000,1,2,20,2,21,39,0,1
12000,5,4,0,1,2,6.46,0,16,16,1,1
20000,7,5,147000,0,2,10.7,0,0,25,1,1
7500,3,4,80000,2,13,2.77,2,37,12,0,1
12500,1,5,78600,0,1,32.1,3,60,39,1,1
9200,10,5,36000,1,1,14.9,1,0,7,0,2
16000,11,5,110000,0,4,8.62,0,41,38,1,1
20000,4,0,122000,1,1,7.01,0,0,24,1,0
10000,7,4,100000,1,2,8.7,1,0,12,0,1
7850,4,4,41500,1,2,12.49,0,0,9,1,2
10000,1,5,0,1,1,32.51,1,0,11,0,1
5000,2,0,53000,2,6,7.58,0,0,7,0,2
20000,7,0,110000,1,2,12.58,0,28,37,0,1
20000,1,0,77000,1,2,13.23,0,36,20,0,2
16975,0,5,43000,2,2,29.47,0,0,19,1,1
15000,1,4,65000,1,2,17.1,2,61,32,0,2
9000,2,0,30000,1,1,25.96,2,0,18,1,1
7100,3,4,26631,2,2,4.55,0,0,7,1,1
24000,2,4,82000,0,2,29.29,0,0,43,1,1
28000,4,4,88000,2,2,26.05,0,0,31,1,2
24000,1,0,67000,0,2,24.14,0,0,22,1,1
15000,3,5,135000,2,2,11.5,0,0,22,0,0
3425,10,4,30000,2,2,14.96,1,0,25,1,0
6375,1,0,95000,2,9,12,1,17,37,0,1
16000,1,4,76932,1,1,12.61,0,72,18,1,0
12000,1,0,64000,2,2,9.54,0,0,16,1,1
24500,9,3,120000,1,1,16.08,0,0,23,0,0
5000,9,0,60000,1,2,4.98,3,20,35,1,2
8000,1,3,136000,1,9,13.93,0,0,15,1,1
18000,1,4,120000,1,2,17.88,0,18,33,0,1
24000,1,0,225000,0,1,7.77,1,0,36,0,0
5150,10,4,42000,2,1,12.51,2,0,7,1,1
8725,2,4,35000,2,2,20.33,0,0,10,0,0
12000,3,4,35000,1,2,14.31,0,0,10,0,2
10500,2,3,0,1,1,16.28,2,0,15,1,1
12000,7,0,124000,2,9,8.04,0,31,24,1,1
3000,6,4,37000,0,12,13.95,2,14,18,1,2
15000,1,5,0,2,2,10.57,0,0,35,1,1
8000,6,4,70000,1,2,5.35,1,23,24,0,1
20000,6,4,125000,1,2,12.16,1,70,18,0,2
22500,7,0,103000,1,2,16.53,1,0,24,1,1
5000,7,5,0,2,1,20.4,0,0,17,1,1
10000,2,4,35880,2,2,11.67,0,0,10,1,2
6000,3,0,75000,2,7,12.66,2,22,33,1,1
30000,10,4,77688,0,2,24.56,0,0,49,1,1
10625,7,5,62000,1,2,16.18,1,27,22,1,2
31200,1,0,0,0,2,20.69,0,0,24,1,2
23075,5,3,55000,0,2,21.88,0,0,18,1,1
8500,1,4,52692,2,1,22.32,2,0,30,0,1
19200,0,5,55000,1,1,33.84,3,48,47,1,1
35000,2,0,240000,0,1,20.34,0,2,45,1,2
17000,5,0,138000,0,4,5.97,1,0,34,1,0
12000,1,0,48000,2,2,23.3,0,0,27,0,1
16000,1,5,110000,2,2,10.8,1,59,46,1,1
15000,11,3,34553,0,2,34.63,1,70,25,1,2
10975,9,0,60000,0,4,1.88,2,0,9,0,2
20000,1,4,60000,0,2,7.29,1,39,20,1,2
3200,11,3,0,2,0,14.22,4,0,63,1,0
18400,1,3,150000,1,2,10.18,0,0,28,1,0
24000,8,0,100300,0,2,18.32,0,0,29,1,0
6400,2,4,25000,2,2,19.87,0,35,15,0,0
15000,1,4,51000,0,2,18.84,0,0,30,0,2
8475,10,4,30000,0,2,32.56,1,0,9,1,1
4000,9,5,48000,0,0,8.95,2,36,22,1,2
7500,9,0,60000,2,6,6.68,1,4,21,1,0
1250,3,0,33000,2,2,12.07,0,0,5,1,2
10000,7,0,49000,0,2,22.31,0,31,20,0,1
1000,1,4,0,2,9,16.96,0,0,33,1,1
12000,2,4,80000,2,2,8.62,0,0,21,1,1
19200,1,0,100000,2,2,26.11,1,0,37,1,0
7500,0,0,59436,1,2,4.08,0,0,22,1,0
25000,1,5,75000,0,4,8.64,3,71,22,1,2
14400,5,4,68000,2,9,7.82,1,0,25,1,0
35000,2,0,125000,0,2,15.22,4,50,20,1,2
20000,4,0,69000,0,1,16.35,0,33,50,1,1
17550,1,0,40000,2,2,15.61,0,7,40,0,2
10000,2,5,70000,2,1,12.43,3,0,23,1,0
22500,7,0,0,0,2,21.27,1,0,20,1,0
8000,1,3,98700,2,6,20.6,1,0,32,1,0
4500,9,4,20000,2,2,21.66,0,0,11,0,1
15000,1,4,0,2,2,10.28,2,0,23,0,1
18550,1,0,140000,0,2,26.88,1,31,62,0,1
15700,3,0,35000,0,1,17.87,2,0,35,1,1
10000,6,5,0,2,1,26.48,0,40,43,0,0
17500,7,0,0,1,2,21.34,0,20,25,1,1
7250,11,3,20175.24,0,1,24.03,0,0,10,1,2
20000,10,5,70000,0,2,22.29,0,0,26,1,0
10000,11,3,42000,0,9,2.14,1,0,15,1,0
4500,5,5,38400,2,0,5.56,1,0,8,0,2
31300,5,4,70000,0,2,17.57,0,81,16,1,2
20000,4,5,0,1,4,28.02,0,32,29,0,1
24000,1,0,0,1,2,18.6,3,10,24,0,1
9625,9,0,53000,2,2,26.81,0,4,55,1,1
15000,1,0,46000,0,2,26.09,0,0,21,1,0
21000,10,4,103000,1,9,10.78,0,47,32,1,2
4000,1,4,50000,2,12,9.58,0,0,10,0,2
19150,5,4,60000,1,2,23.36,1,44,18,1,2
3000,3,4,35500,2,9,23.43,1,0,21,1,1
14400,1,0,79000,2,1,28,0,45,41,0,1
9925,2,4,22080,0,2,20.87,0,0,20,0,1
3425,1,5,30000,0,1,21.76,3,66,24,1,1
10000,4,0,0,2,2,27.34,3,0,49,1,1
13000,4,5,42000,2,2,20.83,0,11,27,1,0
12600,4,0,52250,2,1,24.55,0,0,14,1,0
13500,9,0,70000,1,2,12.45,1,31,39,1,2
3000,9,3,30000,2,2,15.52,0,46,33,1,0
10000,6,3,55000,0,2,29.85,1,0,29,0,2
6500,10,4,47340,1,2,11,2,0,24,0,0
12000,11,5,102000,0,2,8.49,1,17,29,1,1
15825,5,4,36000,0,6,17.77,0,0,25,0,1
3425,10,3,30000,2,6,3.44,0,0,11,0,0
2700,4,4,21000,2,2,18.06,2,0,5,1,2
9200,1,4,0,2,2,11.29,0,0,19,1,1
16000,1,0,120000,2,2,14.58,1,0,23,1,1
2400,10,4,30000,2,2,5.35,1,45,8,1,1
10000,10,4,30000,1,2,16.08,2,0,10,0,1
15000,11,0,43264,1,2,11.62,1,0,16,1,1
20000,1,5,69000,0,2,15.35,3,0,19,1,2
12000,0,4,130000,0,2,0.5,0,12,32,0,1
10500,2,4,35484,1,2,32.47,0,0,35,0,1
10300,6,4,51367,1,1,15.75,0,20,33,0,0
10000,0,5,50000,1,8,4.97,0,0,26,1,0
15000,1,0,64000,2,2,5.46,1,0,20,1,0
5000,3,4,70000,1,2,7.95,0,0,17,0,2
8000,1,0,40000,2,2,9.48,0,24,17,1,1
20200,1,4,46000,1,1,20.95,1,0,9,1,1
10000,0,4,55000,2,6,15.75,0,0,32,1,0
12000,6,3,0,2,2,16.06,0,0,28,0,0
23000,7,5,75000,1,2,21.11,1,6,31,1,1
15000,1,4,125000,1,2,19.59,1,24,43,1,1
3600,2,4,0,2,2,14.63,2,0,11,0,2
15000,0,0,97250,2,1,12.46,0,77,24,0,0
35000,3,5,77500,0,2,19.57,0,0,19,0,2
14000,4,0,0,2,1,18.8,0,0,45,0,1
25000,10,4,0,1,2,19.61,1,0,18,0,2
28000,7,0,100000,1,2,13.08,1,24,29,1,0
10000,4,4,50000,0,1,17.06,0,0,21,0,0
8875,3,4,43270,1,4,0.42,0,31,14,1,2
11000,7,4,75000,1,2,10.13,0,19,11,1,1
14375,3,4,48000,0,9,10.3,1,22,13,1,2
15600,1,0,0,1,2,21.27,4,0,25,1,2
10000,2,4,60000,0,2,17.08,0,0,9,1,2
14500,8,4,57500,0,2,19.39,1,0,31,1,2
6000,10,5,92250,0,2,8.49,0,5,70,1,2
4000,11,3,57600,2,2,17.48,0,0,28,0,0
10000,1,0,75000,0,8,33.3,3,38,29,0,2
10000,4,4,39948,2,2,14.54,0,0,19,1,0
17625,3,0,36300,2,2,18.36,0,0,15,1,2
5000,8,0,50000,2,9,18.94,1,0,19,1,2
13950,4,4,43000,2,9,2.23,0,0,10,1,0
20000,1,0,110000,1,1,9.04,0,0,23,0,0
2750,9,5,100000,2,2,3.22,2,25,15,1,2
12000,5,4,45000,0,11,4.19,3,0,8,1,2
30000,3,3,94000,1,2,19.92,0,0,11,1,2
7200,6,4,37000,2,2,18.94,1,43,9,1,1
15000,4,0,110000,2,2,11.01,1,0,37,1,1
22800,0,4,66000,0,1,29.4,2,0,42,0,2
25000,8,3,0,2,2,3.02,0,0,20,0,0
20125,1,4,51000,1,2,24.45,0,0,28,0,2
4000,2,4,42000,1,2,16.6,1,0,11,0,1
15000,1,4,54000,0,2,21.27,0,0,34,1,1
1200,5,4,35000,2,2,29.79,1,0,16,1,1
8325,6,0,44000,0,2,16.06,1,0,24,1,0
8200,1,0,64800,1,7,4.91,0,0,16,1,0
10000,5,4,0,2,1,29.89,1,0,39,1,0
30000,4,0,72000,1,2,14.6,0,0,17,0,2
20000,9,0,68400,1,1,13.12,0,22,39,1,0
12375,3,4,35000,1,2,29.8,0,74,62,1,1
11200,2,4,30000,1,2,20.96,0,0,11,1,0
15000,6,0,66000,0,9,4.42,0,0,4,1,1
1500,3,4,80000,2,2,13.51,0,55,25,1,2
35000,3,5,272000,1,2,10.36,1,0,44,1,1
15000,1,0,80000,0,1,23.49,2,0,22,1,0
15850,2,0,64000,0,2,17.54,1,65,38,1,1
15000,3,4,54000,0,1,20.2,0,0,4,1,1
16000,1,4,58000,0,0,25.74,3,10,34,1,2
25000,0,0,72500,0,2,13.06,0,0,31,1,1
16000,0,4,0,2,2,9.29,1,0,27,0,0
6000,1,0,37785,2,7,21.85,0,58,15,1,1
9250,4,5,31000,0,2,13.43,3,36,76,1,2
21000,10,0,220000,1,1,16.37,0,27,28,1,1
24000,1,0,89440,1,2,13.75,0,0,25,0,2
14400,1,0,85000,2,2,12.62,0,75,41,1,1
5000,7,4,57000,1,2,33.49,0,75,25,1,2
4800,1,0,60000,2,2,5.66,1,0,19,1,2
22400,6,0,135000,1,2,23.39,0,0,45,1,0
14000,10,4,108000,2,2,19.5,3,0,33,1,1
4000,0,4,0,0,8,30.49,2,39,34,1,2
15000,2,3,54000,1,2,24.76,1,55,19,1,2
5000,0,0,0,1,2,7.36,1,30,11,1,1
35000,1,0,105000,0,2,8.8,0,0,22,0,1
35000,6,0,130000,0,2,10.98,0,0,26,1,1
18000,4,4,36000,0,2,5.43,1,0,17,0,2
12000,0,4,120000,2,1,9.66,1,19,13,0,1
14850,1,0,42000,1,2,22.62,2,11,29,0,2
15000,6,4,75000,1,2,12.77,0,0,14,0,0
30000,4,0,165000,0,1,9.27,1,0,27,1,2
35000,1,0,376000,1,9,9.29,2,74,48,1,1
35000,2,5,100000,0,2,20.8,0,55,27,0,2
13000,1,0,50000,0,2,18.48,3,27,30,1,2
12000,7,0,124000,0,8,31.98,2,0,22,0,1
11000,1,0,0,2,2,15.92,3,58,50,1,2
5000,1,0,48000,2,2,13.55,0,26,41,1,1
10000,9,0,53000,1,1,15.37,0,61,11,0,2
7000,10,4,0,2,1,15.91,1,0,8,1,1
7750,10,4,24000,2,2,16.1,1,41,7,1,2
12000,10,5,0,1,2,15.68,0,0,15,1,1
16000,2,5,50000,0,2,14.68,0,31,30,1,2
7000,11,5,55000,0,11,19.76,0,0,33,1,1
15000,4,5,35000,2,2,17.93,0,0,23,1,1
12000,1,4,71000,2,2,6.63,1,0,17,1,2
6000,11,4,21250,2,2,15.13,0,21,24,0,1
30000,0,3,140000,0,2,17.08,4,0,34,1,1
10000,7,3,55000,2,2,25.3,1,48,37,1,1
9000,3,0,80000,1,2,14.12,2,0,25,0,0
9500,5,0,78000,2,2,13.76,1,0,36,1,0
12000,1,0,64000,2,1,24.1,0,82,19,1,0
5000,0,5,24800,0,2,34.26,0,55,27,0,2
4525,3,0,0,2,1,27.55,0,0,9,0,2
16000,1,0,90000,0,6,30.24,1,13,49,0,1
35000,10,5,110000,0,1,19.86,1,80,44,0,1
7000,10,0,45000,1,4,19.76,2,22,29,0,1
23200,2,4,58000,2,2,27.93,3,0,17,1,1
13750,1,5,48000,0,2,18.88,0,0,15,1,1
16000,1,0,36000,0,2,32.5,1,0,48,1,1
11500,1,4,117500,2,2,7.34,1,37,40,1,0
18000,1,0,0,1,1,14.72,0,11,16,1,1
18000,3,0,55000,1,2,27.03,1,0,17,1,2
19425,1,0,70000,0,2,15.6,0,0,23,1,2
12000,0,4,54000,0,2,20.85,0,5,18,1,2
23800,1,0,0,1,2,21.52,0,0,18,0,2
14000,0,4,92700,0,1,18.77,1,68,41,0,2
6075,6,5,30000,2,1,24.64,0,81,30,1,1
14800,11,3,39400,1,1,10.69,2,74,31,1,2
15000,1,4,60000,2,2,14.4,0,0,30,0,0
2400,7,0,40770,2,12,13.89,0,0,19,1,1
20000,1,0,0,2,1,27.96,1,19,54,1,1
6000,4,0,52000,2,2,12.14,1,0,26,1,1
12000,7,4,90000,2,2,13.57,0,0,17,1,1
24000,2,4,105000,1,2,12.65,1,0,27,1,2
10000,3,4,0,0,2,13.05,6,24,21,1,1
18000,8,0,60000,0,2,18.24,5,0,40,1,0
35000,1,0,100000,1,2,10.74,1,0,33,0,1
17475,1,0,92000,1,2,30.08,0,0,27,1,2
24125,1,5,55000,0,2,21.65,0,0,16,1,1
12000,10,0,70000,1,2,19.24,1,0,22,0,2
20175,8,4,51400,0,2,14.68,0,0,10,1,2
3000,8,3,55000,1,0,6.37,0,0,33,0,0
10000,7,4,60000,1,6,18.12,0,0,22,1,0
10000,10,0,82000,2,2,12.71,1,11,19,1,1
32000,1,0,112000,0,2,26.09,1,25,36,1,1
16000,1,5,84000,1,2,24.53,0,0,33,1,1
12000,6,0,75000,0,2,22.75,0,28,51,0,0
10000,0,4,36000,1,2,7.15,0,0,19,0,0
5000,3,5,30000,2,1,12.24,0,0,14,1,0
25600,6,0,81000,0,2,27.87,3,0,31,0,2
20050,1,4,75000,0,2,15.04,0,0,27,1,1
19350,1,4,43000,1,2,28.75,0,0,13,0,1
18000,10,0,0,0,1,12.37,0,18,36,0,1
6325,10,3,33000,2,2,22,0,0,14,0,1
15000,1,0,70666.08,0,2,20.82,1,34,34,1,2
15000,10,4,72500,2,2,14.68,0,28,20,0,1
9800,11,0,46000,0,2,27.13,0,0,37,1,1
25650,1,0,82000,0,2,16.27,1,0,19,1,0
21000,0,0,130000,1,2,34.34,0,0,45,1,1
24000,1,0,96000,1,1,10.38,0,0,27,1,0
6000,3,0,109000,0,9,16.2,5,0,19,0,2
12000,4,4,0,1,2,28.78,0,0,15,0,2
8000,2,4,120000,2,2,16.41,0,48,14,0,1
6000,0,3,58000,1,1,16.74,0,4,16,0,0
35000,1,0,0,0,2,27.13,0,62,27,1,2
5500,1,3,0,1,4,5.57,2,44,32,0,1
30000,1,0,92500,1,2,23.42,1,0,41,1,2
4000,3,4,67000,2,2,21.42,4,0,33,0,2
6500,11,4,0,2,2,7,0,54,24,1,1
10000,6,0,60000,2,2,24.2,1,0,22,0,1
18000,3,0,40000,2,2,37.62,1,0,35,1,2
25000,3,0,100000,1,2,5.58,0,7,25,1,0
18000,1,0,54000,2,2,18.53,1,0,25,1,0
2500,4,3,15000,1,12,4.4,3,0,8,0,2
10000,1,4,60000,1,1,15.16,1,21,41,1,1
14125,8,0,72000,0,4,10.22,1,0,27,1,2
14000,3,4,93600,0,2,5.82,3,22,28,1,1
18450,2,0,55000,1,2,12.2,0,0,50,0,1
35000,1,5,120000,0,2,26.37,3,0,30,1,2
16000,3,4,70000,2,2,16.75,0,0,23,1,0
10000,1,5,55000,2,2,8.64,1,14,34,1,2
6100,3,4,0,2,2,7.59,2,23,10,1,1
14375,1,3,40000,1,1,14.16,2,0,20,1,2
4000,11,3,47588.16,0,2,39.47,0,32,30,1,1
20000,1,0,87000,1,2,19.48,4,0,37,1,2
35000,1,0,0,0,2,24.28,0,0,37,1,2
10000,1,4,43459,0,2,5.19,0,0,10,1,1
16000,3,5,0,2,2,8.77,1,22,14,0,2
10000,2,4,40000,1,2,37.2,0,0,23,0,1
15000,5,0,0,2,1,11.19,0,0,20,1,1
9000,2,4,31000,2,2,20.48,0,46,19,0,1
28000,9,0,75000,0,2,8.88,0,0,18,0,1
30000,11,0,85000,0,2,26.7,0,29,35,0,1
11200,5,3,40500,1,2,11.47,0,0,15,0,1
9600,10,0,0,2,2,14.03,0,0,14,0,1
9000,1,0,36500,0,2,22.55,1,0,20,1,2
17600,10,5,108000,1,1,10.38,1,0,13,1,2
5000,3,5,24000,2,0,5.6,1,0,10,1,0
25000,8,5,0,0,2,11.07,1,78,37,0,2
24000,3,0,75000,0,2,16.71,1,50,64,0,1
10000,5,5,50000,1,2,15.82,1,19,20,1,1
10775,1,5,31000,2,2,22.65,1,5,35,0,2
8000,6,0,77100,2,1,22.64,0,0,29,1,0
35000,1,0,250000,0,2,11.34,2,20,39,0,2
8000,9,4,45000,1,6,13.65,0,0,12,0,0
5000,1,4,73000,1,2,28.92,0,24,22,0,0
22575,11,0,62400,0,2,23.81,1,6,29,1,2
35000,1,0,91000,0,1,21.07,1,0,12,1,1
16000,1,0,80000,2,1,15.81,1,22,37,1,2
25000,8,4,135000,1,9,4.43,1,3,23,0,2
20000,7,5,50000,1,2,22.28,0,0,34,1,2
22000,11,0,48000,0,2,15.86,0,0,20,1,2
15000,6,0,90000,2,9,8.81,0,0,17,1,0
18000,8,0,41000,2,2,24,2,0,25,1,2
10000,1,5,0,2,9,6.31,1,0,23,1,0
5500,2,4,40000,2,1,24.6,0,10,16,1,0
14500,1,0,85000,1,1,8.6,0,0,13,1,0
8975,2,4,35000,0,5,13.95,1,11,22,1,1
3500,1,4,52000,2,2,4.82,1,59,36,1,1
3000,3,5,0,0,9,18.21,0,43,10,1,2
13000,1,0,65000,1,1,17.35,0,0,18,1,1
9000,11,4,27000,0,2,14.04,4,12,40,1,2
15000,10,4,50000,0,2,12.79,0,19,15,1,2
8000,3,0,110000,0,2,27.08,3,0,37,1,2
15000,11,3,37000,0,2,34.38,0,0,36,1,2
22750,5,4,0,2,2,24.66,1,0,37,1,1
7500,6,4,65000,0,2,1.68,2,17,10,1,1
10750,6,3,31000,2,2,24.46,0,0,8,0,1
16550,1,0,60000,1,2,7.16,0,64,14,1,2
8000,9,0,36000,0,2,15.3,2,18,17,1,2
35000,1,0,125000,0,1,16.3,0,0,34,0,0
10300,0,0,26400,2,2,12.86,2,0,7,1,2
16550,1,4,70000,1,11,21.89,3,28,39,1,2
23000,1,3,70000,0,4,22.18,3,52,50,1,2
20000,3,0,55000,0,2,18.36,1,34,37,1,2
17375,1,0,65000,0,2,19.87,1,0,41,1,2
6250,1,4,45000,1,2,20.13,0,0,19,1,1
6000,5,0,31500,2,2,5.56,0,65,16,1,1
19750,0,5,55000,2,2,30.85,2,35,41,0,2
12800,3,0,98226,0,2,24.71,5,0,50,0,1
20000,3,0,64000,0,2,8.06,0,0,30,1,0
12000,5,4,0,1,2,31.92,1,0,21,0,1
11500,7,0,55000,1,2,16.47,0,0,10,1,2
16200,1,4,60000,1,2,20.94,2,40,16,1,1
24000,1,5,65000,2,2,11.52,1,37,11,1,2
6000,10,5,45000,2,2,16.28,0,0,25,0,0
17025,1,0,48800,0,2,23.51,1,0,9,0,1
16000,2,4,50000,2,1,21.91,0,33,9,0,1
6000,6,0,45000,0,2,33.47,3,0,12,1,1
14400,3,4,123000,0,2,17.08,0,62,33,1,2
12000,1,0,0,0,2,17.39,3,77,16,0,2
19500,10,4,75000,0,2,12.66,0,27,13,1,1
15000,10,4,50000,1,1,20.96,0,4,38,1,0
8350,1,3,22106,1,1,23.45,0,0,14,0,2
7000,3,0,42000,2,4,15.12,2,80,14,1,1
12000,3,5,52000,1,4,3.58,0,52,46,1,1
25000,1,5,151000,0,2,4.18,1,0,10,1,2
20000,8,5,58240,0,2,17.76,0,25,30,1,1
3500,0,5,37500,0,13,29.79,3,76,36,0,2
24000,1,0,78000,0,1,16.29,2,2,23,0,2
19200,7,3,0,0,4,29.8,2,0,34,1,0
4500,3,5,45000,2,1,13.35,0,0,14,1,1
30225,1,0,70000,0,1,30.32,1,0,29,1,2
25000,1,5,73000,1,2,19.76,0,11,27,0,2
13450,0,4,0,1,2,20.83,0,0,16,1,1
8875,1,5,36000,2,2,25.6,1,84,22,0,2
13000,9,0,150000,1,4,10.58,0,12,46,1,1
12150,9,3,34000,1,2,32.4,0,0,19,0,2
3000,0,4,0,0,1,14.73,0,0,16,1,1
14600,8,0,80000,0,2,21.06,0,0,17,0,0
12000,8,4,0,0,2,31.55,1,38,23,1,1
10000,1,3,36500,1,2,14.2,0,3,20,1,1
20000,4,4,75000,1,2,7.62,1,0,27,0,2
2625,10,4,30000,1,1,22.56,2,0,8,0,1
10000,4,4,0,0,2,28.55,0,0,32,0,2
17275,9,4,0,1,2,27.53,0,0,13,1,2
5000,9,0,100000,2,2,7.57,1,0,20,1,1
14400,1,4,43860,1,1,16.11,3,0,25,1,1
6000,3,4,78000,0,2,31.74,1,72,27,1,1
15000,1,0,109000,1,2,11.96,3,18,30,1,0
4125,3,5,36000,0,2,14.03,3,0,13,1,2
20250,3,0,50496,1,1,20.63,0,45,10,1,1
10800,1,5,0,2,4,17.98,3,0,28,0,1
1500,2,5,75764,0,0,11.4,0,32,13,0,1
10000,0,0,67000,2,2,22.34,0,21,39,1,0
8000,3,4,0,1,1,4.86,0,0,8,0,1
17000,10,0,40000,1,2,17.22,0,0,30,1,1
35000,4,0,108000,0,2,16.02,0,0,32,0,0
9600,1,4,64000,2,2,5.91,1,0,15,1,0
5000,10,0,39000,1,2,3.69,0,72,30,0,1
6400,10,4,58000,1,1,24.25,0,0,14,0,0
22000,10,4,75000,1,9,16.11,2,37,30,1,1
16800,0,5,75250,0,1,15.14,1,63,33,1,1
8000,6,0,100000,1,2,17.86,4,6,25,1,2
9600,1,5,75000,0,4,28.83,1,0,37,0,2
20000,3,4,65000,1,2,25.35,1,0,18,0,2
20000,1,4,95000,2,2,18.99,0,0,39,1,0
6000,1,4,80000,1,2,9.09,1,61,26,1,2
8925,1,0,125000,0,2,4.37,0,0,14,0,1
28000,6,0,100000,0,2,17.36,0,0,21,1,1
11900,9,4,115000,0,2,8.79,2,0,32,0,1
10000,3,4,80000,0,7,0.08,3,0,4,0,2
15000,8,4,91800,0,2,15.1,1,0,18,0,0
21000,1,0,120000,1,2,19.72,0,22,39,1,0
14000,3,5,60000,2,2,23.24,3,46,30,1,1
9000,6,0,160000,1,5,2.3,2,13,42,1,0
8000,1,4,50000,1,11,5.62,0,0,36,1,2
8875,1,5,27000,2,2,20.13,0,0,39,1,1
10800,7,4,30000,1,2,33.92,0,70,22,1,2
15250,8,0,50000,1,2,11.74,0,20,48,1,2
12000,5,5,65000,1,1,17.04,2,56,13,1,2
35000,6,0,125000,0,2,18.29,2,16,52,1,2
35000,8,0,139900,0,1,16.93,0,0,38,1,1
6500,6,4,35000,1,2,7.06,0,0,34,1,0
8875,3,4,26700,1,1,28.05,0,0,19,1,1
9000,1,4,37000,2,2,17.32,0,0,9,1,1
24000,0,0,290000,0,1,19.25,2,5,50,1,2
10000,10,4,0,1,2,29.04,0,0,40,0,2
18250,1,4,40800,2,2,21.88,0,0,12,1,1
22900,1,0,72000,2,2,15.96,0,0,30,0,1
13000,1,3,0,0,2,6.29,0,30,59,1,0
11500,6,0,52000,2,2,19.04,2,0,48,0,0
15275,1,0,65000,1,1,9.53,1,0,12,1,1
29000,3,0,126000,1,2,7.34,0,22,28,0,1
